task_pair_id,task_ID,task_set,test_index,attempts,solve_count,solve_rate,mean_duration_seconds,median_duration_seconds,mean_submissions,median_submissions,mean_pred_prob,outfit,difficulty,point_biserial,ability_gap,n_train_pairs,n_test_pairs,input_rows,input_cols,input_cells,input_colors,output_rows,output_cols,output_cells,output_colors,size_change_ratio,difficulty_rank
40f6cd08__0,40f6cd08,Public Train,0,9,7,0.7777777777777778,328.2685555555556,300.817,1.8888888888888888,1.0,0.7618751282794803,0.11005582038124574,-0.27530761986163327,0.9808534084035619,4.387848632142325,3.0,1.0,30.0,30.0,900.0,5.0,30.0,30.0,900.0,5.0,1.0,277.0
12422b43__0,12422b43,Public Train,0,8,7,0.875,109.650125,80.755,1.5,1.0,0.8564331819592188,0.16727552490787517,-0.2861006152512117,0.9309943262853325,2.9363088620020292,5.0,1.0,10.0,7.0,70.0,6.0,10.0,7.0,70.0,6.0,1.0,278.0
e048c9ed__0,e048c9ed,Public Train,0,9,8,0.8888888888888888,120.96033333333334,95.069,1.3333333333333333,1.0,0.8721622103629629,0.1406111265744151,-0.29003812733324424,0.9621722446300459,3.1850185967199804,4.0,1.0,10.0,12.0,120.0,4.0,10.0,12.0,120.0,6.0,1.0,279.0
a57f2f04__0,a57f2f04,Public Train,0,9,7,0.7777777777777778,161.98844444444444,125.503,0.7777777777777778,1.0,0.7609921905173126,0.43988634057235065,-0.2912221132398232,0.4460044283631928,1.7453865789151994,3.0,1.0,26.0,22.0,572.0,5.0,26.0,22.0,572.0,5.0,1.0,280.0
13f06aa5__0,13f06aa5,Public Train,0,9,7,0.7777777777777778,141.16666666666666,110.4,0.8888888888888888,1.0,0.7603101335934451,0.21378703011392136,-0.3035396588072182,0.9389507326991925,2.9186193967540435,3.0,1.0,15.0,17.0,255.0,5.0,15.0,17.0,255.0,6.0,1.0,281.0
15663ba9__0,15663ba9,Public Train,0,9,7,0.7777777777777778,220.02599999999998,162.062,2.111111111111111,2.0,0.7600342688179355,0.2881782902380666,-0.3084926138901421,0.7913584162935225,2.5976902056668965,3.0,1.0,15.0,16.0,240.0,2.0,15.0,16.0,240.0,4.0,1.0,282.0
b20f7c8b__0,b20f7c8b,Public Train,0,9,8,0.8888888888888888,141.40866666666668,128.0,1.4444444444444444,1.0,0.8709532045998332,0.1526464759022464,-0.3119013136484484,0.9130072507180647,3.0131355490593847,3.0,1.0,18.0,22.0,396.0,8.0,18.0,22.0,396.0,8.0,1.0,283.0
9356391f__0,9356391f,Public Train,0,9,6,0.6666666666666666,140.91755555555557,108.689,1.8888888888888888,1.0,0.6485580713451798,0.4004654507031636,-0.31519084448690926,0.6200092606543978,2.4066522963348076,2.0,1.0,16.0,16.0,256.0,6.0,16.0,16.0,256.0,6.0,1.0,284.0
973e499e__0,973e499e,Public Train,0,2,2,1.0,178.8185,178.8185,1.0,1.0,0.9160163416249809,0.0916942062125795,-0.324765360744806,,,3.0,2.0,5.0,5.0,25.0,3.0,25.0,25.0,625.0,4.0,25.0,285.0
bd14c3bf__0,bd14c3bf,Public Train,0,9,8,0.8888888888888888,73.54433333333333,59.652,1.0,1.0,0.8702196985439886,0.23721159318037704,-0.32505753000040677,0.7151701216506113,2.446068319019581,3.0,1.0,19.0,19.0,361.0,3.0,19.0,19.0,361.0,3.0,1.0,286.0
351d6448__0,351d6448,Public Train,0,9,8,0.8888888888888888,158.47266666666667,96.337,2.111111111111111,1.0,0.8693904660538531,0.29533169855915625,-0.3401357038064761,0.7280117848527868,2.0445672029167743,2.0,1.0,15.0,13.0,195.0,4.0,3.0,13.0,39.0,3.0,0.2,287.0
f3e62deb__0,f3e62deb,Public Train,0,2,2,1.0,85.64550000000001,85.64550000000001,1.0,1.0,0.9089618840669754,0.10613522695309485,-0.35295335399563943,,,6.0,2.0,10.0,10.0,100.0,2.0,10.0,10.0,100.0,2.0,1.0,288.0
a251c730__0,a251c730,Public Eval,0,9,8,0.8888888888888888,174.88744444444444,126.923,1.4444444444444444,1.0,0.8686084167569629,0.08707651221186591,-0.3541362733693957,0.9821230113792229,4.113656661097072,2.0,1.0,30.0,30.0,900.0,9.0,9.0,14.0,126.0,6.0,0.14,289.0
9ddd00f0__0,9ddd00f0,Public Train,0,9,8,0.8888888888888888,177.68033333333335,158.373,1.4444444444444444,1.0,0.8678601231646839,0.6496567644158022,-0.36758483266569697,-0.5206355022026441,0.5220848416637183,2.0,1.0,19.0,19.0,361.0,2.0,19.0,19.0,361.0,2.0,1.0,290.0
e760a62e__0,e760a62e,Public Train,0,9,8,0.8888888888888888,162.49477777777778,131.064,1.7777777777777777,1.0,0.8674936027896387,0.4306488522023217,-0.37411602482515494,0.20191773349917413,1.1419112159416689,3.0,1.0,28.0,28.0,784.0,4.0,28.0,28.0,784.0,5.0,1.0,291.0
e3721c99__0,e3721c99,Public Eval,0,5,4,0.8,75.0886,56.362,2.0,1.0,0.7612472925987805,0.13758358801930545,-0.37677195280266756,0.9053867691626882,3.8285141133439113,2.0,2.0,30.0,30.0,900.0,6.0,30.0,30.0,900.0,5.0,1.0,292.0
a25697e4__0,a25697e4,Public Eval,0,4,3,0.75,193.976,183.6735,3.25,3.0,0.7011077471265859,0.34979898440075863,-0.3804081467799032,,,3.0,2.0,30.0,30.0,900.0,4.0,30.0,30.0,900.0,4.0,1.0,293.0
45a5af55__0,45a5af55,Public Eval,0,9,8,0.8888888888888888,457.0784444444445,367.49,1.2222222222222223,1.0,0.8670968007808374,0.5144572414305763,-0.38128324538839026,0.11913483174572864,1.2182843737336357,2.0,1.0,14.0,11.0,154.0,5.0,26.0,26.0,676.0,5.0,4.3896103896103895,294.0
00576224__0,00576224,Public Train,0,9,8,0.8888888888888888,125.20377777777779,98.04,1.5555555555555556,1.0,0.8670220648494928,0.23481450493996597,-0.3825339079483691,0.8547751512342097,2.2351740038058123,2.0,1.0,2.0,2.0,4.0,4.0,6.0,6.0,36.0,4.0,9.0,295.0
4c177718__0,4c177718,Public Train,0,2,2,1.0,42.012,42.012,1.0,1.0,0.8982110315786529,0.12095210848608685,-0.39616840566779987,,,4.0,2.0,15.0,15.0,225.0,5.0,9.0,15.0,135.0,3.0,0.6,296.0
8b7bacbf__1,8b7bacbf,Public Eval,1,10,7,0.7,72.8292,43.309,1.3,1.0,0.6796530790917178,0.3184663992374811,-0.39633066860173916,0.8467377557875437,2.296678834249786,4.0,2.0,22.0,26.0,572.0,9.0,22.0,26.0,572.0,9.0,1.0,297.0
2ccd9fef__0,2ccd9fef,Public Train,0,3,3,1.0,140.76366666666667,156.518,1.0,1.0,0.9320130744602726,0.07313141981014906,-0.3969678274550713,,,2.0,2.0,11.0,25.0,275.0,5.0,11.0,5.0,55.0,4.0,0.2,298.0
2037f2c7__0,2037f2c7,Public Train,0,10,9,0.9,235.83069999999998,191.8595,2.8,1.0,0.8794691193585207,0.29010554599805616,-0.39967606054150073,0.6981923727031162,1.8312075352373474,3.0,1.0,24.0,25.0,600.0,6.0,2.0,10.0,20.0,2.0,0.03333333333333333,299.0
2c0b0aff__0,2c0b0aff,Public Train,0,9,8,0.8888888888888888,183.06022222222225,95.142,1.3333333333333333,1.0,0.8659413252414266,0.7660489593676622,-0.40224739796457537,-0.026137818329090175,0.8276192370914401,4.0,1.0,22.0,23.0,506.0,3.0,8.0,10.0,80.0,2.0,0.15810276679841898,300.0
7666fa5d__0,7666fa5d,Public Eval,0,9,7,0.7777777777777778,217.24855555555555,154.035,1.5555555555555556,1.0,0.7547724710767516,0.650890401209268,-0.4033910752358078,0.6164622766162613,1.6967969320240124,2.0,1.0,16.0,16.0,256.0,2.0,16.0,16.0,256.0,3.0,1.0,301.0
c97c0139__0,c97c0139,Public Train,0,9,8,0.8888888888888888,161.81944444444446,105.314,1.0,1.0,0.8658084587520687,0.12303177038811003,-0.404467562214447,0.9357396420153107,3.5583018099315438,2.0,1.0,21.0,22.0,462.0,2.0,21.0,22.0,462.0,3.0,1.0,302.0
28a6681f__0,28a6681f,Public Eval,0,10,8,0.8,109.5041,108.61850000000001,1.7,1.0,0.7792091724332749,0.4361344683783427,-0.40525126916553605,0.3731390626819438,1.6190548617540443,3.0,1.0,10.0,10.0,100.0,5.0,10.0,10.0,100.0,5.0,1.0,303.0
7b80bb43__0,7b80bb43,Public Eval,0,9,7,0.7777777777777778,119.58733333333333,115.085,2.5555555555555554,2.0,0.7544533644637524,0.09228832273942776,-0.4088338568627073,0.9824847737492189,4.852318108194433,2.0,1.0,29.0,17.0,493.0,2.0,29.0,17.0,493.0,2.0,1.0,304.0
8dae5dfc__0,8dae5dfc,Public Train,0,9,8,0.8888888888888888,173.41933333333333,125.031,1.0,1.0,0.8653537724809035,0.10196319950275277,-0.412698077431073,0.9852068610516211,3.922050399336567,4.0,1.0,20.0,19.0,380.0,8.0,20.0,19.0,380.0,8.0,1.0,305.0
9385bd28__0,9385bd28,Public Eval,0,2,2,1.0,96.64500000000001,96.64500000000001,1.0,1.0,0.8940506484431979,0.11973532241573223,-0.412828492405081,,,4.0,2.0,19.0,13.0,247.0,7.0,19.0,13.0,247.0,7.0,1.0,306.0
7c8af763__0,7c8af763,Public Train,0,9,8,0.8888888888888888,212.09255555555558,172.804,2.0,1.0,0.8651788949659756,0.8484444890551877,-0.4158453599618386,-0.13790008674976323,0.5131267346798762,3.0,1.0,10.0,10.0,100.0,4.0,10.0,10.0,100.0,3.0,1.0,307.0
135a2760__0,135a2760,Public Eval,0,9,8,0.8888888888888888,152.031,114.573,2.2222222222222223,2.0,0.8650244931148509,0.3534180846564626,-0.41860611052550384,0.45022847092097074,1.66085478119279,2.0,1.0,29.0,29.0,841.0,6.0,29.0,29.0,841.0,6.0,1.0,308.0
7b5033c1__0,7b5033c1,Public Eval,0,9,8,0.8888888888888888,170.40655555555557,142.322,1.4444444444444444,1.0,0.864689497616165,0.16610518537003383,-0.42469388262088564,0.9513774351150723,2.9165171725125107,2.0,1.0,16.0,16.0,256.0,5.0,25.0,1.0,25.0,4.0,0.09765625,309.0
9b365c51__0,9b365c51,Public Train,0,9,8,0.8888888888888888,184.55422222222222,87.117,2.0,1.0,0.8642579243801733,0.8408668158447319,-0.43246408116754903,-0.14275461917312546,0.32374649280429446,3.0,1.0,7.0,28.0,196.0,8.0,7.0,28.0,196.0,7.0,1.0,310.0
38007db0__1,38007db0,Public Eval,1,3,3,1.0,96.622,82.408,1.0,1.0,0.9257123738419327,0.08114496527463223,-0.43492609994800324,,,2.0,2.0,25.0,25.0,625.0,3.0,25.0,7.0,175.0,3.0,0.28,311.0
38007db0__0,38007db0,Public Eval,0,3,3,1.0,86.10633333333334,76.209,1.6666666666666667,2.0,0.925741092325873,0.08111072902901799,-0.4353481035796087,,,2.0,2.0,29.0,29.0,841.0,3.0,29.0,8.0,232.0,3.0,0.27586206896551724,312.0
414297c0__0,414297c0,Public Train,0,9,7,0.7777777777777778,241.57122222222222,98.267,1.2222222222222223,1.0,0.752768445568346,0.14883516876885144,-0.4392365522904715,0.9166805162662751,4.033654679859549,3.0,1.0,26.0,24.0,624.0,8.0,9.0,15.0,135.0,7.0,0.21634615384615385,313.0
6ad5bdfd__0,6ad5bdfd,Public Train,0,9,7,0.7777777777777778,121.52822222222224,102.976,0.8888888888888888,1.0,0.7526061951891951,0.1367280630361102,-0.44214549010883236,0.956068299449413,3.910114134007261,3.0,1.0,10.0,10.0,100.0,10.0,10.0,10.0,100.0,10.0,1.0,314.0
42918530__0,42918530,Public Train,0,9,8,0.8888888888888888,98.46344444444445,60.03,0.8888888888888888,1.0,0.863192354450098,0.4392903313927024,-0.45164525188671273,0.6491687199144655,1.0513197732466697,4.0,1.0,25.0,25.0,625.0,8.0,25.0,25.0,625.0,8.0,1.0,315.0
64efde09__0,64efde09,Public Eval,0,10,8,0.8,176.0678,167.6995,1.0,1.0,0.7768169713079209,0.5191655507792781,-0.4529533251333644,0.18832650981973578,1.3552746151447113,2.0,1.0,29.0,29.0,841.0,8.0,29.0,29.0,841.0,8.0,1.0,316.0
1acc24af__0,1acc24af,Public Train,0,9,8,0.8888888888888888,100.961,74.959,3.6666666666666665,3.0,0.862976799501043,0.27182902424536143,-0.4554488804996879,0.7421456944902486,2.005710834480481,4.0,1.0,12.0,12.0,144.0,3.0,12.0,12.0,144.0,4.0,1.0,317.0
8cb8642d__0,8cb8642d,Public Train,0,9,7,0.7777777777777778,256.74744444444445,212.091,1.2222222222222223,1.0,0.7514152126463584,0.1985043709191613,-0.4635715994660029,0.9302883483414223,3.043492451509996,3.0,1.0,19.0,24.0,456.0,7.0,19.0,24.0,456.0,7.0,1.0,318.0
36a08778__0,36a08778,Public Eval,0,3,3,1.0,73.28966666666666,69.41,1.3333333333333333,1.0,0.9207972099953151,0.09026252683777868,-0.46433439051860154,,,6.0,2.0,16.0,16.0,256.0,3.0,16.0,16.0,256.0,3.0,1.0,319.0
36a08778__1,36a08778,Public Eval,1,3,3,1.0,177.62166666666667,208.843,1.0,1.0,0.9207989479178882,0.09026027765748273,-0.46435930903570954,,,6.0,2.0,30.0,30.0,900.0,3.0,30.0,30.0,900.0,3.0,1.0,320.0
5207a7b5__0,5207a7b5,Public Train,0,9,7,0.7777777777777778,123.24566666666666,64.114,2.111111111111111,1.0,0.7512941286003907,0.16561925030856559,-0.4656724726773186,0.9138943832517207,3.9601562932145185,3.0,1.0,15.0,9.0,135.0,2.0,15.0,9.0,135.0,4.0,1.0,321.0
458e3a53__0,458e3a53,Public Train,0,9,8,0.8888888888888888,62.88933333333333,59.143,1.0,1.0,0.8620917920075154,0.2766012123555051,-0.47142061257419715,0.6174076841601173,2.2374224547999972,2.0,1.0,27.0,27.0,729.0,7.0,3.0,2.0,6.0,4.0,0.00823045267489712,322.0
a3f84088__0,a3f84088,Public Train,0,9,8,0.8888888888888888,273.8572222222222,211.769,1.7777777777777777,1.0,0.8619108289974658,0.18407569661043122,-0.4746841172676754,0.8479479521635765,2.6933750855457177,4.0,1.0,30.0,30.0,900.0,2.0,30.0,30.0,900.0,3.0,1.0,323.0
142ca369__1,142ca369,Public Eval,1,5,4,0.8,144.02620000000002,163.221,2.0,1.0,0.7514100921137876,0.44173109924510046,-0.475039804218437,0.4060588062100105,1.3912419731767258,3.0,2.0,20.0,19.0,380.0,3.0,20.0,19.0,380.0,3.0,1.0,324.0
0607ce86__0,0607ce86,Public Train,0,9,8,0.8888888888888888,112.94566666666667,113.331,0.8888888888888888,1.0,0.861488067837493,0.10504122508163895,-0.4821968985410572,0.9446067125789162,3.952011243000772,3.0,1.0,24.0,22.0,528.0,4.0,24.0,22.0,528.0,4.0,1.0,325.0
762cd429__0,762cd429,Public Train,0,9,8,0.8888888888888888,257.2302222222222,161.712,1.3333333333333333,1.0,0.8613388190749529,0.10579670308145717,-0.4849628565969176,0.936839154153951,3.93179242438249,3.0,1.0,16.0,30.0,480.0,3.0,16.0,30.0,480.0,3.0,1.0,326.0
f21745ec__0,f21745ec,Public Train,0,9,8,0.8888888888888888,272.9818888888889,93.549,1.8888888888888888,2.0,0.86103477393064,0.10994430622770711,-0.490458078657675,0.8994008503176718,4.003552010971371,3.0,1.0,23.0,22.0,506.0,7.0,23.0,22.0,506.0,4.0,1.0,327.0
31f7f899__0,31f7f899,Public Eval,0,3,3,1.0,294.5783333333333,122.263,2.6666666666666665,2.0,0.91616814288285,0.09230978152456992,-0.4920880072128856,,,3.0,1.0,17.0,17.0,289.0,6.0,17.0,17.0,289.0,6.0,1.0,328.0
e4888269__0,e4888269,Public Train,0,5,4,0.8,168.4798,164.144,2.0,2.0,0.7486307340102216,0.28840711286350407,-0.5029953285058013,0.616781440210659,2.5497605240887804,3.0,2.0,30.0,30.0,900.0,9.0,30.0,30.0,900.0,9.0,1.0,329.0
2b01abd0__0,2b01abd0,Public Train,0,9,8,0.8888888888888888,230.03722222222223,184.785,3.111111111111111,2.0,0.8600808003569993,0.4385477576722185,-0.5076618382372413,0.19022663186317293,1.183825335513231,3.0,1.0,14.0,16.0,224.0,4.0,14.0,16.0,224.0,4.0,1.0,330.0
88e364bc__1,88e364bc,Public Eval,1,9,7,0.7777777777777778,147.351,116.572,2.0,1.0,0.7486595702443755,0.47557670908449634,-0.5135007596922384,0.5865441785928238,1.7154345142630334,3.0,2.0,20.0,20.0,400.0,6.0,20.0,20.0,400.0,6.0,1.0,331.0
b0722778__0,b0722778,Public Train,0,9,8,0.8888888888888888,317.3107777777778,280.027,3.6666666666666665,2.0,0.85967852902549,0.18285509576556994,-0.5149618206680389,0.8810802419243796,2.6264378563003925,2.0,1.0,8.0,9.0,72.0,9.0,8.0,2.0,16.0,5.0,0.2222222222222222,332.0
57edb29d__0,57edb29d,Public Train,0,9,8,0.8888888888888888,86.83811111111112,56.445,1.0,1.0,0.8586594161354768,0.1568498279640219,-0.533143745944813,0.8052144773008646,3.1548938376206097,3.0,1.0,28.0,28.0,784.0,8.0,9.0,5.0,45.0,2.0,0.05739795918367347,333.0
0becf7df__0,0becf7df,Public Train,0,9,7,0.7777777777777778,146.998,108.691,1.0,1.0,0.7474217912819457,0.4805799817087666,-0.5354551162933209,0.6501849633280032,2.7323982468184376,3.0,1.0,10.0,10.0,100.0,5.0,10.0,10.0,100.0,5.0,1.0,334.0
78332cb0__0,78332cb0,Public Eval,0,3,3,1.0,279.839,273.138,1.0,1.0,0.9083058150240078,0.10424904300001069,-0.538991992118781,,,3.0,2.0,11.0,11.0,121.0,3.0,5.0,23.0,115.0,3.0,0.9504132231404959,335.0
aee291af__0,aee291af,Public Train,0,8,7,0.875,56.388875,46.012,1.125,1.0,0.840052573684773,0.18943060505876758,-0.5482235318120983,0.7499923300971083,2.9943271975763217,3.0,1.0,18.0,18.0,324.0,3.0,5.0,5.0,25.0,2.0,0.07716049382716049,336.0
3a25b0d8__1,3a25b0d8,Public Eval,1,9,7,0.7777777777777778,170.95,128.531,1.6666666666666667,1.0,0.7462234149405308,0.3856354549876326,-0.5574181383631882,0.48575614903535735,1.7127627545699144,2.0,2.0,28.0,28.0,784.0,8.0,14.0,11.0,154.0,8.0,0.19642857142857142,337.0
845d6e51__0,845d6e51,Public Train,0,9,8,0.8888888888888888,135.38544444444446,86.406,1.3333333333333333,1.0,0.8572858400251309,0.061982000775080995,-0.5578207518797247,0.9867957977066977,5.073125835028584,3.0,1.0,18.0,17.0,306.0,7.0,18.0,17.0,306.0,6.0,1.0,338.0
e74e1818__0,e74e1818,Public Train,0,9,8,0.8888888888888888,224.49311111111112,125.588,1.4444444444444444,1.0,0.8571392078490923,0.5466127477629228,-0.5604631795873962,0.07204635983935413,1.6189769896766237,3.0,1.0,15.0,15.0,225.0,5.0,15.0,15.0,225.0,5.0,1.0,339.0
34cfa167__1,34cfa167,Public Train,1,8,6,0.75,384.4545,349.589,1.125,1.0,0.7139804699201343,0.33997549854942444,-0.5653998277212603,0.8852389086215353,2.3252975245383434,2.0,2.0,30.0,30.0,900.0,5.0,30.0,30.0,900.0,5.0,1.0,340.0
2ba387bc__0,2ba387bc,Public Eval,0,9,8,0.8888888888888888,137.60000000000002,135.742,0.8888888888888888,1.0,0.8562203533563114,0.11858142474497149,-0.57708351935047,0.9297955123479026,3.6924236401713126,4.0,1.0,24.0,19.0,456.0,7.0,16.0,8.0,128.0,7.0,0.2807017543859649,341.0
33b52de3__0,33b52de3,Public Train,0,9,7,0.7777777777777778,211.33533333333332,177.03,0.8888888888888888,1.0,0.7451134658033995,0.19930336728676348,-0.5771167249566375,0.9517478502972541,3.3215591228110832,2.0,1.0,23.0,23.0,529.0,7.0,23.0,23.0,529.0,6.0,1.0,342.0
fafd9572__0,fafd9572,Public Train,0,9,8,0.8888888888888888,76.03377777777777,65.337,1.0,1.0,0.8558366777823306,0.12588147930905857,-0.5839350752847506,0.8470844393282702,3.919337126655698,2.0,1.0,14.0,12.0,168.0,6.0,14.0,12.0,168.0,5.0,1.0,343.0
c62e2108__0,c62e2108,Public Train,0,9,8,0.8888888888888888,214.07366666666667,152.689,1.6666666666666667,1.0,0.8557719790220338,0.1669120839379673,-0.5850722567526087,0.744386342133451,3.0410214110388067,3.0,1.0,24.0,24.0,576.0,3.0,24.0,24.0,576.0,2.0,1.0,344.0
5dbc8537__0,5dbc8537,Public Eval,0,2,2,1.0,253.1875,253.1875,1.5,1.5,0.8488709331670423,0.19389563857742312,-0.5934705043888137,,,2.0,2.0,25.0,25.0,625.0,10.0,10.0,25.0,250.0,9.0,0.4,345.0
42f14c03__0,42f14c03,Public Train,0,9,8,0.8888888888888888,72.735,55.946,1.0,1.0,0.8544735751502998,0.12322401839571419,-0.6084983057945796,0.8925369331697172,3.66725152721288,3.0,1.0,16.0,16.0,256.0,6.0,7.0,4.0,28.0,3.0,0.109375,346.0
4c7dc4dd__0,4c7dc4dd,Public Eval,0,5,4,0.8,67.3454,65.613,2.0,1.0,0.7377030635981956,0.2412876366772899,-0.612096887635565,0.759528327589634,2.678363732233553,2.0,2.0,30.0,30.0,900.0,8.0,5.0,5.0,25.0,3.0,0.027777777777777776,347.0
6ea4a07e__1,6ea4a07e,Public Train,1,9,8,0.8888888888888888,52.19511111111111,54.044,1.0,1.0,0.8539950583325896,0.15653939204113487,-0.6170701523449652,0.9188180565427181,2.9970868088997924,6.0,2.0,3.0,3.0,9.0,2.0,3.0,3.0,9.0,2.0,1.0,348.0
7e576d6e__0,7e576d6e,Public Train,0,8,7,0.875,113.90725,108.849,1.125,1.0,0.8357441127617817,0.08664098684978304,-0.6171112586292727,0.9461087292993041,4.712750048019447,3.0,1.0,30.0,30.0,900.0,4.0,30.0,30.0,900.0,4.0,1.0,349.0
29700607__0,29700607,Public Train,0,9,8,0.8888888888888888,155.59033333333335,71.302,4.222222222222222,1.0,0.8539665020155507,0.9599443778575742,-0.6176831664697922,-0.2745383487898613,0.4484306233411004,3.0,1.0,11.0,11.0,121.0,4.0,11.0,11.0,121.0,4.0,1.0,350.0
8698868d__0,8698868d,Public Eval,0,10,9,0.9,233.19070000000002,212.413,1.3,1.0,0.8679481040980324,0.41102897313788667,-0.6303484019276705,0.43496079473602106,1.0606772118615322,2.0,1.0,30.0,30.0,900.0,10.0,14.0,21.0,294.0,9.0,0.32666666666666666,351.0
3a25b0d8__0,3a25b0d8,Public Eval,0,6,5,0.8333333333333334,102.46050000000001,66.6255,1.8333333333333333,1.0,0.7791335190134202,0.30546167351174774,-0.639831755002059,0.531333453717854,1.9978419369619158,2.0,2.0,30.0,30.0,900.0,9.0,18.0,13.0,234.0,9.0,0.26,352.0
581f7754__0,581f7754,Public Eval,0,5,4,0.8,158.3572,160.335,1.4,1.0,0.7347547210309089,0.7242637452365714,-0.6416092991191993,-0.10941467082357463,0.40554995081154077,3.0,2.0,14.0,20.0,280.0,5.0,14.0,20.0,280.0,5.0,1.0,353.0
22a4bbc2__0,22a4bbc2,Public Train,0,9,8,0.8888888888888888,124.51155555555556,143.085,2.0,1.0,0.8524401886818431,0.12973354763830303,-0.6451080987207327,0.8969590943922967,3.6100964422458346,4.0,1.0,22.0,4.0,88.0,3.0,22.0,4.0,88.0,4.0,1.0,354.0
8b7bacbf__0,8b7bacbf,Public Eval,0,4,3,0.75,62.928749999999994,74.44,2.25,1.5,0.6669805114396936,0.2558689655686307,-0.653437507054872,,,4.0,2.0,30.0,30.0,900.0,7.0,30.0,30.0,900.0,7.0,1.0,355.0
538b439f__0,538b439f,Public Train,0,9,8,0.8888888888888888,178.80022222222223,135.854,1.3333333333333333,1.0,0.8519347447551128,0.07245583639308532,-0.6542192952017386,0.9550128363501946,5.004434733262389,2.0,1.0,19.0,23.0,437.0,4.0,19.0,23.0,437.0,4.0,1.0,356.0
e57337a4__0,e57337a4,Public Train,0,9,8,0.8888888888888888,52.193222222222225,39.97,1.3333333333333333,1.0,0.8518873599409468,1.1500512396109388,-0.6550455444648252,-0.05493867911415943,0.375496427650532,3.0,1.0,15.0,15.0,225.0,2.0,3.0,3.0,9.0,2.0,0.04,357.0
3391f8c0__0,3391f8c0,Public Train,0,9,8,0.8888888888888888,105.63088888888889,86.807,1.2222222222222223,1.0,0.851840246201428,0.08400581043539182,-0.6558109111458953,0.9542561609360588,4.577787935613737,4.0,1.0,11.0,14.0,154.0,3.0,11.0,14.0,154.0,3.0,1.0,358.0
52fd389e__0,52fd389e,Public Train,0,9,8,0.8888888888888888,147.42044444444446,132.118,1.1111111111111112,1.0,0.8517039738171168,0.13623043650440161,-0.6583566673580731,0.9203328418754321,3.2727425000274586,3.0,1.0,29.0,29.0,841.0,5.0,29.0,29.0,841.0,5.0,1.0,359.0
1be83260__0,1be83260,Public Train,0,5,4,0.8,106.2524,103.653,0.8,1.0,0.7326924596294081,0.38602847973103244,-0.6623519906305588,0.780022777383071,1.4997236822176963,2.0,2.0,16.0,25.0,400.0,5.0,11.0,23.0,253.0,4.0,0.6325,360.0
9385bd28__1,9385bd28,Public Eval,1,9,8,0.8888888888888888,298.4412222222222,334.698,1.4444444444444444,1.0,0.8512264086301249,0.6955529593196805,-0.6672500762849273,-0.4204480568416516,0.3702537478052992,4.0,2.0,13.0,19.0,247.0,7.0,13.0,19.0,247.0,7.0,1.0,361.0
20818e16__0,20818e16,Public Train,0,9,8,0.8888888888888888,188.88611111111112,136.919,1.1111111111111112,1.0,0.850923376699301,0.39726072230571285,-0.6724416329272886,-0.38819457665203616,1.4790431107349808,3.0,1.0,16.0,16.0,256.0,5.0,6.0,10.0,60.0,4.0,0.234375,362.0
3a301edc__0,3a301edc,Public Train,0,9,8,0.8888888888888888,173.74533333333335,163.339,1.5555555555555556,1.0,0.8509137440861847,0.2478724438947303,-0.6725809861099208,0.6836177374545405,2.799081517703244,5.0,1.0,21.0,21.0,441.0,3.0,21.0,21.0,441.0,3.0,1.0,363.0
9a4bb226__0,9a4bb226,Public Train,0,9,8,0.8888888888888888,70.79188888888888,60.733,2.111111111111111,1.0,0.849993505811614,0.09376725343218537,-0.6891325414335835,0.8842498871505573,4.7865463098639065,3.0,1.0,15.0,15.0,225.0,10.0,3.0,3.0,9.0,3.0,0.04,364.0
7ed72f31__0,7ed72f31,Public Eval,0,3,3,1.0,139.29600000000002,139.186,1.0,1.0,0.8818065962547847,0.1341824734301346,-0.6982503967208236,,,2.0,2.0,18.0,18.0,324.0,5.0,18.0,18.0,324.0,5.0,1.0,365.0
bf89d739__0,bf89d739,Public Train,0,9,8,0.8888888888888888,106.77477777777777,77.953,1.4444444444444444,1.0,0.8492505526507089,0.17388794712631964,-0.702534936019741,0.8149502434782497,2.9523061775229023,4.0,1.0,14.0,17.0,238.0,2.0,14.0,17.0,238.0,3.0,1.0,366.0
278e5215__0,278e5215,Public Train,0,8,7,0.875,250.65175,173.9315,1.375,1.0,0.8285520905189588,0.09593927426999022,-0.7322262699448933,0.9030486794164645,4.842070866248053,3.0,1.0,18.0,18.0,324.0,8.0,7.0,10.0,70.0,6.0,0.21604938271604937,367.0
e88171ec__0,e88171ec,Public Train,0,9,8,0.8888888888888888,46.41888888888889,25.19,1.1111111111111112,1.0,0.8475193046908598,0.07942599506897545,-0.7336424386679025,0.9591472652422411,4.783239786347794,3.0,1.0,21.0,21.0,441.0,2.0,21.0,21.0,441.0,3.0,1.0,368.0
898e7135__0,898e7135,Public Eval,0,3,3,1.0,323.949,318.061,1.0,1.0,0.8740141640831145,0.15333860726736104,-0.7449129696882187,,,2.0,1.0,30.0,30.0,900.0,8.0,30.0,30.0,900.0,6.0,1.0,369.0
f3cdc58f__0,f3cdc58f,Public Train,0,9,8,0.8888888888888888,73.09166666666667,61.125,0.8888888888888888,1.0,0.8464502044560013,0.09544750636809815,-0.7529413056452526,0.8939367189423945,4.3432613086146805,3.0,1.0,10.0,10.0,100.0,5.0,10.0,10.0,100.0,5.0,1.0,370.0
